Block Name,Row ID,N,Time,avg(VonMises),avg(X),avg(Y),avg(Z),avg(dx),avg(dy),avg(dz),avg(e11),avg(e12),avg(e22),avg(e23),avg(e31),avg(e33),avg(lambda),avg(s11),avg(s12),avg(s22),avg(s23),avg(s31),avg(s33),avg(vtkOriginalPointIds),max(VonMises),max(X),max(Y),max(Z),max(dx),max(dy),max(dz),max(e11),max(e12),max(e22),max(e23),max(e31),max(e33),max(lambda),max(s11),max(s12),max(s22),max(s23),max(s31),max(s33),max(vtkOriginalPointIds),med(VonMises),med(X),med(Y),med(Z),med(dx),med(dy),med(dz),med(e11),med(e12),med(e22),med(e23),med(e31),med(e33),med(lambda),med(s11),med(s12),med(s22),med(s23),med(s31),med(s33),med(vtkOriginalPointIds),min(VonMises),min(X),min(Y),min(Z),min(dx),min(dy),min(dz),min(e11),min(e12),min(e22),min(e23),min(e31),min(e33),min(lambda),min(s11),min(s12),min(s22),min(s23),min(s31),min(s33),min(vtkOriginalPointIds),q1(VonMises),q1(X),q1(Y),q1(Z),q1(dx),q1(dy),q1(dz),q1(e11),q1(e12),q1(e22),q1(e23),q1(e31),q1(e33),q1(lambda),q1(s11),q1(s12),q1(s22),q1(s23),q1(s31),q1(s33),q1(vtkOriginalPointIds),q3(VonMises),q3(X),q3(Y),q3(Z),q3(dx),q3(dy),q3(dz),q3(e11),q3(e12),q3(e22),q3(e23),q3(e31),q3(e33),q3(lambda),q3(s11),q3(s12),q3(s22),q3(s23),q3(s31),q3(s33),q3(vtkOriginalPointIds),std(VonMises),std(X),std(Y),std(Z),std(dx),std(dy),std(dz),std(e11),std(e12),std(e22),std(e23),std(e31),std(e33),std(lambda),std(s11),std(s12),std(s22),std(s23),std(s31),std(s33),std(vtkOriginalPointIds),vtkValidPointMask
stats,10,1,0.11,121.853,0.25,-0.25,0.0735,-9.02279e-05,0.000994116,9.32409e-14,-0.000274909,-7.65769e-05,0.00178536,-2.78667e-14,6.3479e-14,-0.000635148,0,20.5462,-2.06169,131.484,-7.50257e-10,1.70905e-09,1.14868,878,121.853,0.25,-0.25,0.0735,-9.02279e-05,0.000994116,9.32409e-14,-0.000274909,-7.65769e-05,0.00178536,-2.78667e-14,6.3479e-14,-0.000635148,0,20.5462,-2.06169,131.484,-7.50257e-10,1.70905e-09,1.14868,878,121.853,0.25,-0.25,0.0735,-9.02279e-05,0.000994116,9.32409e-14,-0.000274909,-7.65769e-05,0.00178536,-2.78667e-14,6.3479e-14,-0.000635148,0,20.5462,-2.06169,131.484,-7.50257e-10,1.70905e-09,1.14868,878,121.853,0.25,-0.25,0.0735,-9.02279e-05,0.000994116,9.32409e-14,-0.000274909,-7.65769e-05,0.00178536,-2.78667e-14,6.3479e-14,-0.000635148,0,20.5462,-2.06169,131.484,-7.50257e-10,1.70905e-09,1.14868,878,121.853,0.25,-0.25,0.0735,-9.02279e-05,0.000994116,9.32409e-14,-0.000274909,-7.65769e-05,0.00178536,-2.78667e-14,6.3479e-14,-0.000635148,0,20.5462,-2.06169,131.484,-7.50257e-10,1.70905e-09,1.14868,878,121.853,0.25,-0.25,0.0735,-9.02279e-05,0.000994116,9.32409e-14,-0.000274909,-7.65769e-05,0.00178536,-2.78667e-14,6.3479e-14,-0.000635148,0,20.5462,-2.06169,131.484,-7.50257e-10,1.70905e-09,1.14868,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,11,1,0.12,132.93,0.25,-0.25,0.0735,-9.84304e-05,0.00108449,1.01824e-13,-0.0002999,-8.35384e-05,0.00194767,-3.0397e-14,6.925e-14,-0.000692889,0,22.414,-2.24911,143.437,-8.18381e-10,1.86442e-09,1.25311,878,132.93,0.25,-0.25,0.0735,-9.84304e-05,0.00108449,1.01824e-13,-0.0002999,-8.35384e-05,0.00194767,-3.0397e-14,6.925e-14,-0.000692889,0,22.414,-2.24911,143.437,-8.18381e-10,1.86442e-09,1.25311,878,132.93,0.25,-0.25,0.0735,-9.84304e-05,0.00108449,1.01824e-13,-0.0002999,-8.35384e-05,0.00194767,-3.0397e-14,6.925e-14,-0.000692889,0,22.414,-2.24911,143.437,-8.18381e-10,1.86442e-09,1.25311,878,132.93,0.25,-0.25,0.0735,-9.84304e-05,0.00108449,1.01824e-13,-0.0002999,-8.35384e-05,0.00194767,-3.0397e-14,6.925e-14,-0.000692889,0,22.414,-2.24911,143.437,-8.18381e-10,1.86442e-09,1.25311,878,132.93,0.25,-0.25,0.0735,-9.84304e-05,0.00108449,1.01824e-13,-0.0002999,-8.35384e-05,0.00194767,-3.0397e-14,6.925e-14,-0.000692889,0,22.414,-2.24911,143.437,-8.18381e-10,1.86442e-09,1.25311,878,132.93,0.25,-0.25,0.0735,-9.84304e-05,0.00108449,1.01824e-13,-0.0002999,-8.35384e-05,0.00194767,-3.0397e-14,6.925e-14,-0.000692889,0,22.414,-2.24911,143.437,-8.18381e-10,1.86442e-09,1.25311,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,12,1,0.13,144.008,0.25,-0.25,0.0735,-0.000106633,0.00117486,1.10494e-13,-0.000324892,-9.05e-05,0.00210998,-3.29271e-14,7.50212e-14,-0.00075063,0,24.2819,-2.43654,155.39,-8.86499e-10,2.0198e-09,1.35753,878,144.008,0.25,-0.25,0.0735,-0.000106633,0.00117486,1.10494e-13,-0.000324892,-9.05e-05,0.00210998,-3.29271e-14,7.50212e-14,-0.00075063,0,24.2819,-2.43654,155.39,-8.86499e-10,2.0198e-09,1.35753,878,144.008,0.25,-0.25,0.0735,-0.000106633,0.00117486,1.10494e-13,-0.000324892,-9.05e-05,0.00210998,-3.29271e-14,7.50212e-14,-0.00075063,0,24.2819,-2.43654,155.39,-8.86499e-10,2.0198e-09,1.35753,878,144.008,0.25,-0.25,0.0735,-0.000106633,0.00117486,1.10494e-13,-0.000324892,-9.05e-05,0.00210998,-3.29271e-14,7.50212e-14,-0.00075063,0,24.2819,-2.43654,155.39,-8.86499e-10,2.0198e-09,1.35753,878,144.008,0.25,-0.25,0.0735,-0.000106633,0.00117486,1.10494e-13,-0.000324892,-9.05e-05,0.00210998,-3.29271e-14,7.50212e-14,-0.00075063,0,24.2819,-2.43654,155.39,-8.86499e-10,2.0198e-09,1.35753,878,144.008,0.25,-0.25,0.0735,-0.000106633,0.00117486,1.10494e-13,-0.000324892,-9.05e-05,0.00210998,-3.29271e-14,7.50212e-14,-0.00075063,0,24.2819,-2.43654,155.39,-8.86499e-10,2.0198e-09,1.35753,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,13,1,0.14,155.086,0.25,-0.25,0.0735,-0.000114835,0.00126524,1.19101e-13,-0.000349884,-9.74615e-05,0.00227228,-3.54559e-14,8.07925e-14,-0.000808371,0,26.1497,-2.62396,167.343,-9.54583e-10,2.17518e-09,1.46196,878,155.086,0.25,-0.25,0.0735,-0.000114835,0.00126524,1.19101e-13,-0.000349884,-9.74615e-05,0.00227228,-3.54559e-14,8.07925e-14,-0.000808371,0,26.1497,-2.62396,167.343,-9.54583e-10,2.17518e-09,1.46196,878,155.086,0.25,-0.25,0.0735,-0.000114835,0.00126524,1.19101e-13,-0.000349884,-9.74615e-05,0.00227228,-3.54559e-14,8.07925e-14,-0.000808371,0,26.1497,-2.62396,167.343,-9.54583e-10,2.17518e-09,1.46196,878,155.086,0.25,-0.25,0.0735,-0.000114835,0.00126524,1.19101e-13,-0.000349884,-9.74615e-05,0.00227228,-3.54559e-14,8.07925e-14,-0.000808371,0,26.1497,-2.62396,167.343,-9.54583e-10,2.17518e-09,1.46196,878,155.086,0.25,-0.25,0.0735,-0.000114835,0.00126524,1.19101e-13,-0.000349884,-9.74615e-05,0.00227228,-3.54559e-14,8.07925e-14,-0.000808371,0,26.1497,-2.62396,167.343,-9.54583e-10,2.17518e-09,1.46196,878,155.086,0.25,-0.25,0.0735,-0.000114835,0.00126524,1.19101e-13,-0.000349884,-9.74615e-05,0.00227228,-3.54559e-14,8.07925e-14,-0.000808371,0,26.1497,-2.62396,167.343,-9.54583e-10,2.17518e-09,1.46196,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,14,1,0.15,166.163,0.25,-0.25,0.0735,-0.000123038,0.00135561,1.27738e-13,-0.000374876,-0.000104423,0.00243459,-3.79856e-14,8.65639e-14,-0.000866111,0,28.0175,-2.81139,179.296,-1.02269e-09,2.33057e-09,1.56638,878,166.163,0.25,-0.25,0.0735,-0.000123038,0.00135561,1.27738e-13,-0.000374876,-0.000104423,0.00243459,-3.79856e-14,8.65639e-14,-0.000866111,0,28.0175,-2.81139,179.296,-1.02269e-09,2.33057e-09,1.56638,878,166.163,0.25,-0.25,0.0735,-0.000123038,0.00135561,1.27738e-13,-0.000374876,-0.000104423,0.00243459,-3.79856e-14,8.65639e-14,-0.000866111,0,28.0175,-2.81139,179.296,-1.02269e-09,2.33057e-09,1.56638,878,166.163,0.25,-0.25,0.0735,-0.000123038,0.00135561,1.27738e-13,-0.000374876,-0.000104423,0.00243459,-3.79856e-14,8.65639e-14,-0.000866111,0,28.0175,-2.81139,179.296,-1.02269e-09,2.33057e-09,1.56638,878,166.163,0.25,-0.25,0.0735,-0.000123038,0.00135561,1.27738e-13,-0.000374876,-0.000104423,0.00243459,-3.79856e-14,8.65639e-14,-0.000866111,0,28.0175,-2.81139,179.296,-1.02269e-09,2.33057e-09,1.56638,878,166.163,0.25,-0.25,0.0735,-0.000123038,0.00135561,1.27738e-13,-0.000374876,-0.000104423,0.00243459,-3.79856e-14,8.65639e-14,-0.000866111,0,28.0175,-2.81139,179.296,-1.02269e-09,2.33057e-09,1.56638,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,15,1,0.16,177.241,0.25,-0.25,0.0735,-0.000131241,0.00144599,1.36337e-13,-0.000399867,-0.000111385,0.00259689,-4.05181e-14,9.23347e-14,-0.000923852,0,29.8854,-2.99882,191.249,-1.09087e-09,2.48593e-09,1.67081,878,177.241,0.25,-0.25,0.0735,-0.000131241,0.00144599,1.36337e-13,-0.000399867,-0.000111385,0.00259689,-4.05181e-14,9.23347e-14,-0.000923852,0,29.8854,-2.99882,191.249,-1.09087e-09,2.48593e-09,1.67081,878,177.241,0.25,-0.25,0.0735,-0.000131241,0.00144599,1.36337e-13,-0.000399867,-0.000111385,0.00259689,-4.05181e-14,9.23347e-14,-0.000923852,0,29.8854,-2.99882,191.249,-1.09087e-09,2.48593e-09,1.67081,878,177.241,0.25,-0.25,0.0735,-0.000131241,0.00144599,1.36337e-13,-0.000399867,-0.000111385,0.00259689,-4.05181e-14,9.23347e-14,-0.000923852,0,29.8854,-2.99882,191.249,-1.09087e-09,2.48593e-09,1.67081,878,177.241,0.25,-0.25,0.0735,-0.000131241,0.00144599,1.36337e-13,-0.000399867,-0.000111385,0.00259689,-4.05181e-14,9.23347e-14,-0.000923852,0,29.8854,-2.99882,191.249,-1.09087e-09,2.48593e-09,1.67081,878,177.241,0.25,-0.25,0.0735,-0.000131241,0.00144599,1.36337e-13,-0.000399867,-0.000111385,0.00259689,-4.05181e-14,9.23347e-14,-0.000923852,0,29.8854,-2.99882,191.249,-1.09087e-09,2.48593e-09,1.67081,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,16,1,0.17,188.318,0.25,-0.25,0.0735,-0.000139443,0.00153636,1.45018e-13,-0.000424859,-0.000118346,0.0027592,-4.30473e-14,9.81062e-14,-0.000981593,0,31.7532,-3.18624,203.203,-1.15897e-09,2.64132e-09,1.77523,878,188.318,0.25,-0.25,0.0735,-0.000139443,0.00153636,1.45018e-13,-0.000424859,-0.000118346,0.0027592,-4.30473e-14,9.81062e-14,-0.000981593,0,31.7532,-3.18624,203.203,-1.15897e-09,2.64132e-09,1.77523,878,188.318,0.25,-0.25,0.0735,-0.000139443,0.00153636,1.45018e-13,-0.000424859,-0.000118346,0.0027592,-4.30473e-14,9.81062e-14,-0.000981593,0,31.7532,-3.18624,203.203,-1.15897e-09,2.64132e-09,1.77523,878,188.318,0.25,-0.25,0.0735,-0.000139443,0.00153636,1.45018e-13,-0.000424859,-0.000118346,0.0027592,-4.30473e-14,9.81062e-14,-0.000981593,0,31.7532,-3.18624,203.203,-1.15897e-09,2.64132e-09,1.77523,878,188.318,0.25,-0.25,0.0735,-0.000139443,0.00153636,1.45018e-13,-0.000424859,-0.000118346,0.0027592,-4.30473e-14,9.81062e-14,-0.000981593,0,31.7532,-3.18624,203.203,-1.15897e-09,2.64132e-09,1.77523,878,188.318,0.25,-0.25,0.0735,-0.000139443,0.00153636,1.45018e-13,-0.000424859,-0.000118346,0.0027592,-4.30473e-14,9.81062e-14,-0.000981593,0,31.7532,-3.18624,203.203,-1.15897e-09,2.64132e-09,1.77523,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,17,1,0.18,199.396,0.25,-0.25,0.0735,-0.000147646,0.00162674,1.5364e-13,-0.000449851,-0.000125308,0.00292151,-4.55742e-14,1.03878e-13,-0.00103933,0,33.621,-3.37367,215.156,-1.227e-09,2.79671e-09,1.87966,878,199.396,0.25,-0.25,0.0735,-0.000147646,0.00162674,1.5364e-13,-0.000449851,-0.000125308,0.00292151,-4.55742e-14,1.03878e-13,-0.00103933,0,33.621,-3.37367,215.156,-1.227e-09,2.79671e-09,1.87966,878,199.396,0.25,-0.25,0.0735,-0.000147646,0.00162674,1.5364e-13,-0.000449851,-0.000125308,0.00292151,-4.55742e-14,1.03878e-13,-0.00103933,0,33.621,-3.37367,215.156,-1.227e-09,2.79671e-09,1.87966,878,199.396,0.25,-0.25,0.0735,-0.000147646,0.00162674,1.5364e-13,-0.000449851,-0.000125308,0.00292151,-4.55742e-14,1.03878e-13,-0.00103933,0,33.621,-3.37367,215.156,-1.227e-09,2.79671e-09,1.87966,878,199.396,0.25,-0.25,0.0735,-0.000147646,0.00162674,1.5364e-13,-0.000449851,-0.000125308,0.00292151,-4.55742e-14,1.03878e-13,-0.00103933,0,33.621,-3.37367,215.156,-1.227e-09,2.79671e-09,1.87966,878,199.396,0.25,-0.25,0.0735,-0.000147646,0.00162674,1.5364e-13,-0.000449851,-0.000125308,0.00292151,-4.55742e-14,1.03878e-13,-0.00103933,0,33.621,-3.37367,215.156,-1.227e-09,2.79671e-09,1.87966,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,18,1,0.19,210.473,0.25,-0.25,0.0735,-0.000155848,0.00171711,1.62222e-13,-0.000474842,-0.000132269,0.00308381,-4.81055e-14,1.09649e-13,-0.00109707,0,35.4889,-3.56109,227.109,-1.29515e-09,2.95209e-09,1.98408,878,210.473,0.25,-0.25,0.0735,-0.000155848,0.00171711,1.62222e-13,-0.000474842,-0.000132269,0.00308381,-4.81055e-14,1.09649e-13,-0.00109707,0,35.4889,-3.56109,227.109,-1.29515e-09,2.95209e-09,1.98408,878,210.473,0.25,-0.25,0.0735,-0.000155848,0.00171711,1.62222e-13,-0.000474842,-0.000132269,0.00308381,-4.81055e-14,1.09649e-13,-0.00109707,0,35.4889,-3.56109,227.109,-1.29515e-09,2.95209e-09,1.98408,878,210.473,0.25,-0.25,0.0735,-0.000155848,0.00171711,1.62222e-13,-0.000474842,-0.000132269,0.00308381,-4.81055e-14,1.09649e-13,-0.00109707,0,35.4889,-3.56109,227.109,-1.29515e-09,2.95209e-09,1.98408,878,210.473,0.25,-0.25,0.0735,-0.000155848,0.00171711,1.62222e-13,-0.000474842,-0.000132269,0.00308381,-4.81055e-14,1.09649e-13,-0.00109707,0,35.4889,-3.56109,227.109,-1.29515e-09,2.95209e-09,1.98408,878,210.473,0.25,-0.25,0.0735,-0.000155848,0.00171711,1.62222e-13,-0.000474842,-0.000132269,0.00308381,-4.81055e-14,1.09649e-13,-0.00109707,0,35.4889,-3.56109,227.109,-1.29515e-09,2.95209e-09,1.98408,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,19,1,0.2,221.551,0.25,-0.25,0.0735,-0.000164051,0.00180748,1.70873e-13,-0.000499834,-0.000139231,0.00324612,-5.06354e-14,1.1542e-13,-0.00115482,0,37.3567,-3.74852,239.062,-1.36326e-09,3.10746e-09,2.08851,878,221.551,0.25,-0.25,0.0735,-0.000164051,0.00180748,1.70873e-13,-0.000499834,-0.000139231,0.00324612,-5.06354e-14,1.1542e-13,-0.00115482,0,37.3567,-3.74852,239.062,-1.36326e-09,3.10746e-09,2.08851,878,221.551,0.25,-0.25,0.0735,-0.000164051,0.00180748,1.70873e-13,-0.000499834,-0.000139231,0.00324612,-5.06354e-14,1.1542e-13,-0.00115482,0,37.3567,-3.74852,239.062,-1.36326e-09,3.10746e-09,2.08851,878,221.551,0.25,-0.25,0.0735,-0.000164051,0.00180748,1.70873e-13,-0.000499834,-0.000139231,0.00324612,-5.06354e-14,1.1542e-13,-0.00115482,0,37.3567,-3.74852,239.062,-1.36326e-09,3.10746e-09,2.08851,878,221.551,0.25,-0.25,0.0735,-0.000164051,0.00180748,1.70873e-13,-0.000499834,-0.000139231,0.00324612,-5.06354e-14,1.1542e-13,-0.00115482,0,37.3567,-3.74852,239.062,-1.36326e-09,3.10746e-09,2.08851,878,221.551,0.25,-0.25,0.0735,-0.000164051,0.00180748,1.70873e-13,-0.000499834,-0.000139231,0.00324612,-5.06354e-14,1.1542e-13,-0.00115482,0,37.3567,-3.74852,239.062,-1.36326e-09,3.10746e-09,2.08851,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,20,1,0.21,232.628,0.25,-0.25,0.0735,-0.000172253,0.00189786,1.79495e-13,-0.000524826,-0.000146192,0.00340842,-5.31647e-14,1.21191e-13,-0.00121256,0,39.2246,-3.93595,251.015,-1.43136e-09,3.26284e-09,2.19294,878,232.628,0.25,-0.25,0.0735,-0.000172253,0.00189786,1.79495e-13,-0.000524826,-0.000146192,0.00340842,-5.31647e-14,1.21191e-13,-0.00121256,0,39.2246,-3.93595,251.015,-1.43136e-09,3.26284e-09,2.19294,878,232.628,0.25,-0.25,0.0735,-0.000172253,0.00189786,1.79495e-13,-0.000524826,-0.000146192,0.00340842,-5.31647e-14,1.21191e-13,-0.00121256,0,39.2246,-3.93595,251.015,-1.43136e-09,3.26284e-09,2.19294,878,232.628,0.25,-0.25,0.0735,-0.000172253,0.00189786,1.79495e-13,-0.000524826,-0.000146192,0.00340842,-5.31647e-14,1.21191e-13,-0.00121256,0,39.2246,-3.93595,251.015,-1.43136e-09,3.26284e-09,2.19294,878,232.628,0.25,-0.25,0.0735,-0.000172253,0.00189786,1.79495e-13,-0.000524826,-0.000146192,0.00340842,-5.31647e-14,1.21191e-13,-0.00121256,0,39.2246,-3.93595,251.015,-1.43136e-09,3.26284e-09,2.19294,878,232.628,0.25,-0.25,0.0735,-0.000172253,0.00189786,1.79495e-13,-0.000524826,-0.000146192,0.00340842,-5.31647e-14,1.21191e-13,-0.00121256,0,39.2246,-3.93595,251.015,-1.43136e-09,3.26284e-09,2.19294,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,21,1,0.22,243.706,0.25,-0.25,0.0735,-0.000180456,0.00198823,1.88134e-13,-0.000549818,-0.000153154,0.00357073,-5.5694e-14,1.26963e-13,-0.0012703,0,41.0924,-4.12337,262.968,-1.49945e-09,3.41823e-09,2.29736,878,243.706,0.25,-0.25,0.0735,-0.000180456,0.00198823,1.88134e-13,-0.000549818,-0.000153154,0.00357073,-5.5694e-14,1.26963e-13,-0.0012703,0,41.0924,-4.12337,262.968,-1.49945e-09,3.41823e-09,2.29736,878,243.706,0.25,-0.25,0.0735,-0.000180456,0.00198823,1.88134e-13,-0.000549818,-0.000153154,0.00357073,-5.5694e-14,1.26963e-13,-0.0012703,0,41.0924,-4.12337,262.968,-1.49945e-09,3.41823e-09,2.29736,878,243.706,0.25,-0.25,0.0735,-0.000180456,0.00198823,1.88134e-13,-0.000549818,-0.000153154,0.00357073,-5.5694e-14,1.26963e-13,-0.0012703,0,41.0924,-4.12337,262.968,-1.49945e-09,3.41823e-09,2.29736,878,243.706,0.25,-0.25,0.0735,-0.000180456,0.00198823,1.88134e-13,-0.000549818,-0.000153154,0.00357073,-5.5694e-14,1.26963e-13,-0.0012703,0,41.0924,-4.12337,262.968,-1.49945e-09,3.41823e-09,2.29736,878,243.706,0.25,-0.25,0.0735,-0.000180456,0.00198823,1.88134e-13,-0.000549818,-0.000153154,0.00357073,-5.5694e-14,1.26963e-13,-0.0012703,0,41.0924,-4.12337,262.968,-1.49945e-09,3.41823e-09,2.29736,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,22,1,0.23,254.783,0.25,-0.25,0.0735,-0.000188658,0.00207861,1.96735e-13,-0.000574809,-0.000160115,0.00373304,-5.82225e-14,1.32734e-13,-0.00132804,0,42.9602,-4.3108,274.921,-1.56753e-09,3.57361e-09,2.40179,878,254.783,0.25,-0.25,0.0735,-0.000188658,0.00207861,1.96735e-13,-0.000574809,-0.000160115,0.00373304,-5.82225e-14,1.32734e-13,-0.00132804,0,42.9602,-4.3108,274.921,-1.56753e-09,3.57361e-09,2.40179,878,254.783,0.25,-0.25,0.0735,-0.000188658,0.00207861,1.96735e-13,-0.000574809,-0.000160115,0.00373304,-5.82225e-14,1.32734e-13,-0.00132804,0,42.9602,-4.3108,274.921,-1.56753e-09,3.57361e-09,2.40179,878,254.783,0.25,-0.25,0.0735,-0.000188658,0.00207861,1.96735e-13,-0.000574809,-0.000160115,0.00373304,-5.82225e-14,1.32734e-13,-0.00132804,0,42.9602,-4.3108,274.921,-1.56753e-09,3.57361e-09,2.40179,878,254.783,0.25,-0.25,0.0735,-0.000188658,0.00207861,1.96735e-13,-0.000574809,-0.000160115,0.00373304,-5.82225e-14,1.32734e-13,-0.00132804,0,42.9602,-4.3108,274.921,-1.56753e-09,3.57361e-09,2.40179,878,254.783,0.25,-0.25,0.0735,-0.000188658,0.00207861,1.96735e-13,-0.000574809,-0.000160115,0.00373304,-5.82225e-14,1.32734e-13,-0.00132804,0,42.9602,-4.3108,274.921,-1.56753e-09,3.57361e-09,2.40179,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,23,1,0.24,265.861,0.25,-0.25,0.0735,-0.000196861,0.00216898,2.05355e-13,-0.000599801,-0.000167077,0.00389534,-6.07527e-14,1.38505e-13,-0.00138578,0,44.8281,-4.49822,286.874,-1.63565e-09,3.72898e-09,2.50621,878,265.861,0.25,-0.25,0.0735,-0.000196861,0.00216898,2.05355e-13,-0.000599801,-0.000167077,0.00389534,-6.07527e-14,1.38505e-13,-0.00138578,0,44.8281,-4.49822,286.874,-1.63565e-09,3.72898e-09,2.50621,878,265.861,0.25,-0.25,0.0735,-0.000196861,0.00216898,2.05355e-13,-0.000599801,-0.000167077,0.00389534,-6.07527e-14,1.38505e-13,-0.00138578,0,44.8281,-4.49822,286.874,-1.63565e-09,3.72898e-09,2.50621,878,265.861,0.25,-0.25,0.0735,-0.000196861,0.00216898,2.05355e-13,-0.000599801,-0.000167077,0.00389534,-6.07527e-14,1.38505e-13,-0.00138578,0,44.8281,-4.49822,286.874,-1.63565e-09,3.72898e-09,2.50621,878,265.861,0.25,-0.25,0.0735,-0.000196861,0.00216898,2.05355e-13,-0.000599801,-0.000167077,0.00389534,-6.07527e-14,1.38505e-13,-0.00138578,0,44.8281,-4.49822,286.874,-1.63565e-09,3.72898e-09,2.50621,878,265.861,0.25,-0.25,0.0735,-0.000196861,0.00216898,2.05355e-13,-0.000599801,-0.000167077,0.00389534,-6.07527e-14,1.38505e-13,-0.00138578,0,44.8281,-4.49822,286.874,-1.63565e-09,3.72898e-09,2.50621,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,24,1,0.25,276.938,0.25,-0.25,0.0735,-0.000205063,0.00225935,2.13932e-13,-0.000624793,-0.000174038,0.00405765,-6.32822e-14,1.44277e-13,-0.00144352,0,46.6959,-4.68565,298.827,-1.70375e-09,3.88437e-09,2.61064,878,276.938,0.25,-0.25,0.0735,-0.000205063,0.00225935,2.13932e-13,-0.000624793,-0.000174038,0.00405765,-6.32822e-14,1.44277e-13,-0.00144352,0,46.6959,-4.68565,298.827,-1.70375e-09,3.88437e-09,2.61064,878,276.938,0.25,-0.25,0.0735,-0.000205063,0.00225935,2.13932e-13,-0.000624793,-0.000174038,0.00405765,-6.32822e-14,1.44277e-13,-0.00144352,0,46.6959,-4.68565,298.827,-1.70375e-09,3.88437e-09,2.61064,878,276.938,0.25,-0.25,0.0735,-0.000205063,0.00225935,2.13932e-13,-0.000624793,-0.000174038,0.00405765,-6.32822e-14,1.44277e-13,-0.00144352,0,46.6959,-4.68565,298.827,-1.70375e-09,3.88437e-09,2.61064,878,276.938,0.25,-0.25,0.0735,-0.000205063,0.00225935,2.13932e-13,-0.000624793,-0.000174038,0.00405765,-6.32822e-14,1.44277e-13,-0.00144352,0,46.6959,-4.68565,298.827,-1.70375e-09,3.88437e-09,2.61064,878,276.938,0.25,-0.25,0.0735,-0.000205063,0.00225935,2.13932e-13,-0.000624793,-0.000174038,0.00405765,-6.32822e-14,1.44277e-13,-0.00144352,0,46.6959,-4.68565,298.827,-1.70375e-09,3.88437e-09,2.61064,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stats,25,1,0.26,288.016,0.25,-0.25,0.0735,-0.000213266,0.00234973,2.22504e-13,-0.000649784,-0.000181,0.00421995,-6.58124e-14,1.50048e-13,-0.00150126,0,48.5637,-4.87308,310.78,-1.77187e-09,4.03975e-09,2.71506,878,288.016,0.25,-0.25,0.0735,-0.000213266,0.00234973,2.22504e-13,-0.000649784,-0.000181,0.00421995,-6.58124e-14,1.50048e-13,-0.00150126,0,48.5637,-4.87308,310.78,-1.77187e-09,4.03975e-09,2.71506,878,288.016,0.25,-0.25,0.0735,-0.000213266,0.00234973,2.22504e-13,-0.000649784,-0.000181,0.00421995,-6.58124e-14,1.50048e-13,-0.00150126,0,48.5637,-4.87308,310.78,-1.77187e-09,4.03975e-09,2.71506,878,288.016,0.25,-0.25,0.0735,-0.000213266,0.00234973,2.22504e-13,-0.000649784,-0.000181,0.00421995,-6.58124e-14,1.50048e-13,-0.00150126,0,48.5637,-4.87308,310.78,-1.77187e-09,4.03975e-09,2.71506,878,288.016,0.25,-0.25,0.0735,-0.000213266,0.00234973,2.22504e-13,-0.000649784,-0.000181,0.00421995,-6.58124e-14,1.50048e-13,-0.00150126,0,48.5637,-4.87308,310.78,-1.77187e-09,4.03975e-09,2.71506,878,288.016,0.25,-0.25,0.0735,-0.000213266,0.00234973,2.22504e-13,-0.000649784,-0.000181,0.00421995,-6.58124e-14,1.50048e-13,-0.00150126,0,48.5637,-4.87308,310.78,-1.77187e-09,4.03975e-09,2.71506,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
